pair_id	rows	cols	config
6442451095	45	2	2
4294967454	55	2	2
6442451113	70	2	2
10737418389	72	2	2
8589934748	76	2	2
6442451114	79	2	2
32212254859	101	2	2
8589934759	105	2	2
4294967453	107	2	2
4294967451	107	2	2
34359738506	108	2	2
17179869330	108	2	2
4294967445	111	2	2
12884902035	112	2	2
8589934761	114	2	2
4294967443	114	2	2
6442451098	116	2	2
4294967441	116	2	2
30064771212	117	2	2
12884902048	117	2	2
4294967440	117	2	2
6442451100	118	2	2
12884902049	120	2	2
4294967452	120	2	2
6442451092	122	2	2
4294967450	124	2	2
4294967439	124	2	2
12884902046	125	2	2
6442451097	125	2	2
4294967446	126	2	2
51539607682	127	2	2
25769803918	128	2	2
53687091329	129	2	2
6442451088	130	2	2
6442451099	132	2	2
4294967449	132	2	2
47244640388	133	2	2
4294967444	133	2	2
6442451087	138	2	2
42949673094	139	2	2
4294967436	141	2	2
4294967432	142	2	2
6442451093	143	2	2
4294967438	143	2	2
6442451086	145	2	2
8589934735	146	2	2
10737418392	147	2	2
6442451090	147	2	2
4294967434	147	2	2
10737418382	148	2	2
8589934745	148	2	2
6442451096	148	2	2
6442451091	148	2	2
4294967430	148	2	2
79456895093	150	2	2
57982058623	150	2	2
4294967435	151	2	2
8589934734	152	2	2
6442451081	152	2	2
4294967428	152	2	2
6442451083	153	2	2
4294967426	153	2	2
68719476858	155	2	2
4294967433	156	2	2
8589934744	160	2	2
8589934739	161	2	2
4294967429	161	2	2
4294967427	161	2	2
77309411446	162	2	2
34359738525	162	2	2
12884902029	162	2	2
4294967425	162	2	2
6442451085	163	2	2
4294967431	164	2	2
4294967424	164	2	2
4294967423	164	2	2
30064771231	165	2	2
10737418386	165	2	2
10737418394	166	2	2
10737418381	166	2	2
6442451082	166	2	2
8589934747	167	2	2
4294967422	167	2	2
25769803937	168	2	2
4294967415	170	2	2
4294967418	171	2	2
4294967416	173	2	2
8589934738	175	2	2
8589934737	175	2	2
4294967420	175	2	2
12884902028	176	2	2
6442451073	176	2	2
15032385675	177	2	2
8589934746	177	2	2
6442451077	178	2	2
6442451076	179	2	2
4294967421	180	2	2
10737418384	181	2	2
12884902039	182	2	2
42949673113	183	2	2
6442451080	183	2	2
158913790032	184	2	2
15032385676	184	2	2
8589934740	184	2	2
4294967414	184	2	2
25769803929	185	2	2
53687091348	186	2	2
51539607701	186	2	2
6442451074	186	2	2
25769803936	187	2	2
12884902038	187	2	2
8589934743	187	2	2
47244640407	188	2	2
8589934733	188	2	2
57982058642	189	2	2
15032385686	189	2	2
10737418387	189	2	2
10737418385	189	2	2
6442451072	189	2	2
10737418393	190	2	2
6442451078	192	2	2
4294967417	192	2	2
34359738524	194	2	2
25769803925	194	2	2
12884902041	195	2	2
12884902033	195	2	2
10737418380	195	2	2
6442451071	196	2	2
4294967419	196	2	2
79456895112	197	2	2
77309411465	197	2	2
25769803933	197	2	2
25769803928	199	2	2
8589934727	199	2	2
32212254865	201	2	2
25769803932	201	2	2
8589934728	201	2	2
8589934723	201	2	2
34359738515	202	2	2
8589934730	202	2	2
161061273679	203	2	2
8589934726	203	2	2
10737418390	204	2	2
10737418377	204	2	2
8589934729	204	2	2
4294967413	204	2	2
8589934721	205	2	2
4294967410	205	2	2
32212254871	206	2	2
15032385680	206	2	2
8589934724	206	2	2
8589934709	206	2	2
34359738512	207	2	2
30064771230	208	2	2
30064771227	208	2	2
12884902031	208	2	2
8589934720	208	2	2
6442451070	208	2	2
4294967407	208	2	2
32212254870	209	2	2
12884902040	209	2	2
4294967409	209	2	2
6442451009	210	2	2
68719476877	211	2	2
34359738523	211	2	2
30064771218	211	2	2
17179869323	211	2	2
15032385688	211	2	2
8589934732	211	2	2
8589934710	211	2	2
6442451065	211	2	2
34359738517	213	2	2
6442451069	215	2	2
4294967411	215	2	2
4294967408	215	2	2
10737418379	216	2	2
6442451008	216	2	2
10737418368	217	2	2
6442451062	217	2	2
32212254869	219	2	2
17179869322	219	2	2
12884902034	219	2	2
4294967406	219	2	2
10737418369	220	2	2
8589934725	220	2	2
6442451063	220	2	2
6442451061	220	2	2
158913790051	221	2	2
30064771219	221	2	2
15032385681	221	2	2
15032385685	222	2	2
12884902027	222	2	2
8589934718	222	2	2
15032385678	223	2	2
12884902032	223	2	2
10737418376	223	2	2
10737418370	223	2	2
6442451064	223	2	2
163208757326	225	2	2
8589934717	225	2	2
12884902037	226	2	2
10737418366	226	2	2
8589934716	226	2	2
8589934719	227	2	2
10737418365	228	2	2
8589934715	228	2	2
8589934712	228	2	2
8589934714	229	2	2
8589934708	229	2	2
6442451066	229	2	2
34359738513	230	2	2
141733920875	231	2	2
42949673112	232	2	2
19327352970	232	2	2
15032385679	232	2	2
10737418371	232	2	2
51539607700	233	2	2
8589934713	233	2	2
8589934711	233	2	2
47244640404	234	2	2
12884902026	234	2	2
42949673110	235	2	2
19327352969	235	2	2
53687091345	236	2	2
47244640406	236	2	2
143881404522	237	2	2
141733920856	237	2	2
34359738514	237	2	2
12884902015	237	2	2
10737418374	237	2	2
10737418362	238	2	2
188978561090	239	2	2
51539607698	239	2	2
12884902017	239	2	2
12884902024	240	2	2
180388626502	241	2	2
15032385687	241	2	2
6442451057	241	2	2
47244640401	242	2	2
12884902020	242	2	2
12884902016	242	2	2
10737418367	242	2	2
139586437209	243	2	2
137438953562	243	2	2
25769803917	243	2	2
6442451007	243	2	2
4294967395	243	2	2
143881404503	244	2	2
191126044737	245	2	2
165356240973	245	2	2
53687091347	245	2	2
51539607688	245	2	2
10737418372	245	2	2
8589934701	246	2	2
47244640394	247	2	2
10737418303	247	2	2
42949673109	248	2	2
42949673100	248	2	2
12884902018	248	2	2
10737418356	248	2	2
53687091344	249	2	2
15032385674	249	2	2
8589934707	249	2	2
195421012031	250	2	2
139586437228	250	2	2
8589934704	250	2	2
6442451060	250	2	2
57982058641	251	2	2
47244640397	251	2	2
42949673111	251	2	2
17179869333	251	2	2
10737418363	251	2	2
178241142855	252	2	2
47244640403	252	2	2
12884902013	252	2	2
15032385663	253	2	2
12884902012	253	2	2
6442451056	253	2	2
6442451005	253	2	2
42949673105	254	2	2
15032385664	254	2	2
10737418357	254	2	2
47244640405	255	2	2
51539607695	256	2	2
15032385662	256	2	2
57982058639	257	2	2
53687091335	257	2	2
51539607697	257	2	2
47244640400	257	2	2
12884902021	257	2	2
12884902014	257	2	2
8589934702	257	2	2
6442451055	257	2	2
57982058632	258	2	2
42949673103	258	2	2
15032385684	258	2	2
15032385670	258	2	2
15032385667	258	2	2
42949673106	259	2	2
17179869327	259	2	2
12884902019	259	2	2
12884901950	259	2	2
10737418364	259	2	2
10737418355	259	2	2
51539607699	260	2	2
15032385650	260	2	2
8589934705	260	2	2
182536110149	262	2	2
57982058636	262	2	2
17179869332	262	2	2
8589934703	262	2	2
42949673107	263	2	2
47244640402	264	2	2
10737418360	264	2	2
19327352974	265	2	2
15032385671	265	2	2
10737418302	265	2	2
51539607693	266	2	2
15032385659	266	2	2
6442451054	266	2	2
6442451006	266	2	2
57982058638	267	2	2
53687091339	267	2	2
15032385673	267	2	2
6442451058	267	2	2
21474836616	268	2	2
57982058640	269	2	2
21474836617	269	2	2
17179869335	269	2	2
10737418358	269	2	2
163208757345	271	2	2
42949673104	271	2	2
19327352979	271	2	2
15032385665	271	2	2
15032385660	271	2	2
15032385649	272	2	2
204010946619	273	2	2
57982058629	273	2	2
15032385669	273	2	2
79456895109	274	2	2
51539607694	274	2	2
17179869325	274	2	2
184683593815	275	2	2
42949673108	275	2	2
34359738505	275	2	2
19327352980	275	2	2
15032385668	275	2	2
15032385661	275	2	2
10737418354	275	2	2
57982058634	276	2	2
42949673101	276	2	2
2147483806	276	2	2
2147483804	276	2	2
2147483803	276	2	2
79456895111	277	2	2
57982058633	277	2	2
47244640395	277	2	2
17179869328	277	2	2
6442451004	277	2	2
77309411462	278	2	2
68719476876	278	2	2
47244640396	278	2	2
8589934700	278	2	2
15032385657	279	2	2
53687091343	280	2	2
51539607692	281	2	2
47244640398	281	2	2
15032385658	281	2	2
173946175561	282	2	2
79456895104	282	2	2
19327352982	282	2	2
15032385653	282	2	2
12884902006	282	2	2
77309411459	284	2	2
12884901949	284	2	2
42949673102	285	2	2
79456895106	286	2	2
77309411464	286	2	2
57982058637	286	2	2
17179869326	286	2	2
17179869316	286	2	2
12884902004	286	2	2
10737418301	286	2	2
6442451001	286	2	2
15032385656	287	2	2
79456895099	288	2	2
68719476867	288	2	2
51539607696	288	2	2
30064771211	288	2	2
12884902011	288	2	2
12884902003	288	2	2
10737418351	288	2	2
10737418300	288	2	2
79456895105	289	2	2
79456895102	289	2	2
68719476873	289	2	2
15032385651	289	2	2
15032385648	289	2	2
206158430266	290	2	2
79456895110	290	2	2
79456895108	290	2	2
51539607689	290	2	2
6442451003	290	2	2
17179869321	291	2	2
68719476871	292	2	2
30064771206	292	2	2
68719476869	293	2	2
19327352973	293	2	2
17179869311	293	2	2
19327352981	294	2	2
17179869310	294	2	2
10737418350	295	2	2
51539607690	296	2	2
17179869334	296	2	2
12884902007	296	2	2
4294967389	296	2	2
167503724639	297	2	2
77309411455	297	2	2
15032385645	297	2	2
12884902005	297	2	2
12884902002	297	2	2
165356240992	298	2	2
77309411457	298	2	2
68719476864	298	2	2
21474836626	298	2	2
15032385652	298	2	2
10737418299	298	2	2
19327352972	299	2	2
17179869297	299	2	2
193273528384	300	2	2
180388626521	300	2	2
79456895103	300	2	2
15032385654	300	2	2
12884902001	300	2	2
21474836620	301	2	2
15032385666	301	2	2
79456895107	303	2	2
19327352967	303	2	2
6442451002	303	2	2
6442451053	304	2	2
195421012050	305	2	2
19327352968	305	2	2
15032385644	306	2	2
182536110168	307	2	2
79456895100	307	2	2
68719476875	307	2	2
34359738500	307	2	2
21474836629	307	2	2
186831077462	308	2	2
17179869312	308	2	2
10737418352	308	2	2
57982058631	309	2	2
21474836627	309	2	2
10737418349	309	2	2
197568495697	310	2	2
178241142874	310	2	2
21474836621	310	2	2
17179869331	310	2	2
17179869317	310	2	2
17179869306	310	2	2
8589934689	310	2	2
2147483805	310	2	2
2147483798	310	2	2
171798691933	311	2	2
17179869308	311	2	2
12884901948	311	2	2
2147483797	311	2	2
77309411453	312	2	2
17179869296	312	2	2
4294967385	312	2	2
2147483794	312	2	2
17179869309	313	2	2
17179869307	313	2	2
15032385642	313	2	2
6442451000	313	2	2
68719476870	314	2	2
68719476868	315	2	2
19327352975	315	2	2
17179869315	315	2	2
204010946638	316	2	2
191126044756	316	2	2
77309411460	316	2	2
68719476872	316	2	2
68719476865	316	2	2
19327352958	316	2	2
188978561109	317	2	2
17179869320	317	2	2
2147483793	317	2	2
79456895101	318	2	2
15032385646	318	2	2
17179869300	319	2	2
17179869295	319	2	2
4294967387	319	2	2
4294967378	319	2	2
19327352978	320	2	2
12884901947	320	2	2
2147483796	320	2	2
21474836622	321	2	2
17179869318	321	2	2
19327352963	322	2	2
19327352944	322	2	2
8589934685	322	2	2
199715979325	323	2	2
19327352964	323	2	2
15032385643	323	2	2
208305913913	324	2	2
201863462991	324	2	2
2147483799	324	2	2
21474836614	326	2	2
17179869302	326	2	2
42949673093	327	2	2
23622320263	327	2	2
12884901998	327	2	2
17179869313	328	2	2
17179869292	328	2	2
12884901946	328	2	2
10737418298	328	2	2
6442450999	328	2	2
4294967372	328	2	2
210453397560	329	2	2
21474836619	329	2	2
4294967374	329	2	2
173946175580	330	2	2
2147483802	330	2	2
68719476866	331	2	2
19327352962	331	2	2
10737418297	331	2	2
158913790050	332	2	2
47244640387	332	2	2
4294967380	332	2	2
19327352959	333	2	2
19327352957	333	2	2
193273528403	334	2	2
17179869298	334	2	2
12884901997	334	2	2
17179869303	335	2	2
12884901945	335	2	2
10737418295	335	2	2
4294967347	335	2	2
23622320264	338	2	2
17179869305	338	2	2
10737418347	338	2	2
27917287570	340	2	2
17179869299	340	2	2
6442450998	340	2	2
4294967386	340	2	2
19327352965	341	2	2
19327352955	342	2	2
158913790045	343	2	2
17179869289	343	2	2
27917287568	344	2	2
19327352956	344	2	2
6442450997	344	2	2
4294967379	344	2	2
21474836605	345	2	2
21474836625	346	2	2
161061273697	347	2	2
2147483792	347	2	2
27917287569	348	2	2
8589934684	348	2	2
25769803911	349	2	2
21474836591	349	2	2
17179869301	350	2	2
15032385641	350	2	2
10737418296	350	2	2
21474836615	352	2	2
19327352960	352	2	2
4294967384	352	2	2
2147483791	352	2	2
4294967382	353	2	2
21474836603	354	2	2
19327352943	354	2	2
208305913932	355	2	2
21474836608	355	2	2
17179869291	355	2	2
19327352953	356	2	2
15032385630	356	2	2
12884901996	356	2	2
34359738511	357	2	2
19327352954	357	2	2
12884901999	357	2	2
118111600752	358	2	2
4294967371	358	2	2
150323855462	359	2	2
115964117110	359	2	2
23622320273	359	2	2
19327352947	359	2	2
21474836612	361	2	2
12884901944	361	2	2
51539607676	362	2	2
42949673088	362	2	2
19327352942	362	2	2
57982058622	363	2	2
17179869290	363	2	2
2147483789	363	2	2
21474836611	364	2	2
6442450996	364	2	2
4294967383	365	2	2
25769803923	366	2	2
21474836604	366	2	2
19327352950	366	2	2
19327352945	366	2	2
214748364854	367	2	2
53687091323	367	2	2
27917287562	367	2	2
4294967370	367	2	2
23622320274	368	2	2
161061273692	369	2	2
79456895092	369	2	2
47244640382	369	2	2
25769803910	369	2	2
6442451032	369	2	2
27917287567	370	2	2
25769803921	371	2	2
23622320268	371	2	2
158913790038	372	2	2
21474836598	372	2	2
21474836597	373	2	2
30064771215	374	2	2
21474836606	374	2	2
12884901979	374	2	2
240518168618	375	2	2
212600881226	375	2	2
42949673083	375	2	2
19327352939	375	2	2
158913790047	376	2	2
19327352946	376	2	2
17179869293	376	2	2
10737418294	376	2	2
158913790048	377	2	2
141733920874	377	2	2
30064771217	377	2	2
27917287561	377	2	2
25769803922	377	2	2
23622320276	377	2	2
21474836600	377	2	2
8589934672	377	2	2
199715979344	378	2	2
19327352949	378	2	2
34359738508	379	2	2
21474836590	379	2	2
19327352952	379	2	2
10737418293	379	2	2
115964117108	380	2	2
68719476857	380	2	2
10737418292	380	2	2
4294967369	380	2	2
259845521441	381	2	2
27917287555	381	2	2
25769803914	381	2	2
21474836594	381	2	2
19327352936	381	2	2
34359738509	382	2	2
19327352948	382	2	2
6442450994	382	2	2
12884901943	383	2	2
8589934666	383	2	2
216895848520	384	2	2
158913790049	384	2	2
158913790041	384	2	2
143881404521	384	2	2
139586437227	384	2	2
27917287558	384	2	2
12884901942	384	2	2
216895848501	385	2	2
21474836601	385	2	2
4294967368	385	2	2
25769803920	386	2	2
23622320275	386	2	2
23622320267	386	2	2
27917287566	387	2	2
8589934673	387	2	2
27917287557	388	2	2
21474836589	388	2	2
8589934679	388	2	2
8589934668	388	2	2
6442451034	388	2	2
34359738510	389	2	2
27917287563	389	2	2
161061273694	390	2	2
137438953580	390	2	2
21474836602	390	2	2
158913790046	392	2	2
25769803915	392	2	2
21474836592	392	2	2
47244640377	393	2	2
27917287560	393	2	2
19327352938	394	2	2
6442451031	395	2	2
6442451025	395	2	2
17179869288	397	2	2
6442451027	397	2	2
214748364873	398	2	2
163208757344	398	2	2
32212254861	398	2	2
161061273696	399	2	2
8589934675	399	2	2
161061273690	400	2	2
15032385625	400	2	2
12884901941	400	2	2
6442451026	400	2	2
259845521460	401	2	2
21474836586	401	2	2
161061273695	402	2	2
158913790042	402	2	2
158913790040	403	2	2
12884901994	403	2	2
36507222156	404	2	2
25769803916	404	2	2
21474836593	404	2	2
19327352937	404	2	2
10737418291	404	2	2
8589934669	404	2	2
32212254855	405	2	2
23622320269	405	2	2
23622320266	405	2	2
158913790039	406	2	2
25769803913	406	2	2
135291469933	407	2	2
36507222149	407	2	2
21474836607	407	2	2
8589934671	407	2	2
161061273685	408	2	2
57982058617	408	2	2
32212254862	408	2	2
30064771208	408	2	2
79456895087	409	2	2
23622320272	409	2	2
23622320261	409	2	2
240518168637	410	2	2
231928234030	410	2	2
45097156745	410	2	2
27917287556	410	2	2
25769803908	410	2	2
34359738502	411	2	2
30064771216	411	2	2
8589934676	411	2	2
30064771214	412	2	2
161061273693	413	2	2
161061273691	413	2	2
32212254863	413	2	2
32212254856	413	2	2
6442451028	413	2	2
57982058612	415	2	2
257698037813	416	2	2
21474836595	416	2	2
15032385624	416	2	2
6442451021	416	2	2
32212254857	418	2	2
255550554166	419	2	2
249108103225	419	2	2
163208757339	419	2	2
139586437222	419	2	2
115964117102	419	2	2
40802189450	419	2	2
21474836585	419	2	2
12884901939	419	2	2
6442451029	419	2	2
34359738504	420	2	2
25769803919	420	2	2
45097156744	421	2	2
38654705802	421	2	2
23622320262	421	2	2
21474836599	421	2	2
2147483786	421	2	2
242665652284	422	2	2
161061273688	422	2	2
150323855461	422	2	2
38654705803	422	2	2
34359738503	422	2	2
19327352940	422	2	2
6442451022	422	2	2
249108103206	423	2	2
34359738507	423	2	2
23622320252	423	2	2
12884901940	423	2	2
246960619578	424	2	2
163208757342	424	2	2
27917287553	424	2	2
12884901938	424	2	2
25769803909	425	2	2
2147483782	425	2	2
161061273686	426	2	2
137438953578	427	2	2
77309411440	427	2	2
