pair_id	rows	cols
154618822707	0	2
154618822706	0	2
154618822705	18	2
154618822704	0	2
154618822703	32	2
154618822702	44	2
154618822701	26	2
154618822700	447	2
154618822699	0	2
154618822698	0	2
154618822697	0	2
154618822696	0	2
154618822695	0	2
154618822694	20	2
154618822693	0	2
154618822692	0	2
154618822691	0	2
154618822690	0	2
154618822689	0	2
154618822688	0	2
154618822687	0	2
154618822686	41	2
154618822685	0	2
154618822684	22	2
154618822683	0	2
154618822682	0	2
154618822681	0	2
154618822680	216	2
154618822679	19	2
154618822678	1179	2
154618822677	0	2
154618822676	23	2
154618822675	31	2
154618822674	1238	2
154618822673	0	2
154618822672	444	2
154618822671	0	2
154618822670	24	2
154618822669	0	2
154618822668	0	2
154618822667	1166	2
154618822666	0	2
154618822665	22	2
154618822664	769	2
154618822663	24	2
154618822662	0	2
154618822661	0	2
154618822660	2205	2
154618822659	0	2
154618822658	0	2
154618822657	26	2
152471339065	505	2
152471339064	31	2
152471339063	0	2
152471339062	16	2
152471339061	886	2
152471339060	0	2
152471339059	15	2
152471339058	30	2
152471339057	18	2
152471339056	0	2
152471339055	26	2
152471339054	0	2
152471339053	1518	2
152471339052	0	2
152471339051	0	2
152471339050	30	2
152471339049	15	2
152471339048	24	2
152471339047	0	2
152471339046	0	2
152471339045	22	2
152471339044	50	2
152471339043	24	2
152471339042	17	2
152471339041	17	2
152471339040	0	2
152471339039	23	2
152471339038	0	2
152471339037	27	2
152471339036	0	2
152471339035	21	2
152471339034	0	2
152471339033	625	2
152471339032	21	2
152471339031	237	2
152471339030	24	2
152471339029	163	2
152471339028	26	2
152471339027	1884	2
152471339026	0	2
152471339025	1905	2
152471339024	0	2
152471339023	26	2
152471339022	35	2
152471339021	0	2
152471339020	1581	2
152471339019	20	2
152471339018	35	2
152471339017	3408	2
152471339016	22	2
152471339015	16	2
152471339014	16	2
152471339013	1264	2
152471339012	19	2
152471339011	0	2
152471339010	20	2
152471339009	729	2
150323855418	0	2
150323855417	0	2
150323855416	29	2
150323855415	0	2
150323855414	0	2
150323855413	156	2
150323855412	151	2
150323855411	0	2
150323855410	28	2
150323855409	0	2
150323855408	0	2
150323855407	0	2
150323855406	15	2
150323855405	65	2
150323855404	19	2
150323855403	16	2
150323855402	0	2
150323855401	0	2
150323855400	0	2
150323855399	496	2
150323855398	0	2
150323855397	17	2
150323855396	0	2
150323855395	0	2
150323855394	0	2
150323855393	0	2
150323855392	0	2
150323855391	19	2
150323855390	0	2
150323855389	725	2
150323855388	101	2
150323855387	502	2
150323855386	0	2
150323855385	16	2
150323855384	0	2
150323855383	0	2
150323855382	0	2
150323855381	0	2
150323855380	0	2
150323855379	48	2
150323855378	0	2
150323855377	15	2
150323855376	0	2
150323855375	0	2
150323855374	18	2
150323855373	0	2
150323855372	33	2
150323855371	0	2
150323855370	0	2
150323855369	0	2
150323855368	0	2
150323855367	0	2
150323855366	0	2
150323855365	0	2
150323855364	0	2
150323855363	0	2
150323855362	0	2
150323855361	0	2
148176371771	24	2
148176371770	0	2
148176371769	0	2
148176371768	38	2
148176371767	39	2
148176371766	0	2
148176371765	0	2
148176371764	139	2
148176371763	0	2
148176371762	23	2
148176371761	1876	2
148176371760	28	2
148176371759	19	2
148176371758	0	2
148176371757	0	2
148176371756	377	2
148176371755	0	2
148176371754	0	2
148176371753	25	2
148176371752	0	2
148176371751	109	2
148176371750	1604	2
148176371749	20	2
148176371748	0	2
148176371747	0	2
148176371746	0	2
148176371745	2280	2
148176371744	0	2
148176371743	76	2
148176371742	0	2
148176371741	0	2
148176371740	0	2
148176371739	0	2
148176371738	801	2
148176371737	0	2
148176371736	195	2
148176371735	0	2
148176371734	31	2
148176371733	32	2
148176371732	0	2
148176371731	27	2
148176371730	16	2
148176371729	36	2
148176371728	630	2
148176371727	0	2
148176371726	26	2
148176371725	0	2
148176371724	24	2
148176371723	26	2
148176371722	22	2
148176371721	0	2
148176371720	0	2
148176371719	37	2
148176371718	42	2
148176371717	19	2
148176371716	21	2
148176371715	34	2
148176371714	24	2
148176371713	0	2
146028888124	18	2
146028888123	0	2
146028888122	0	2
146028888121	28	2
146028888120	20	2
146028888119	15	2
146028888118	19	2
146028888117	16	2
146028888116	15	2
146028888115	409	2
146028888114	27	2
146028888113	537	2
146028888112	27	2
146028888111	0	2
146028888110	0	2
146028888109	20	2
146028888108	18	2
146028888107	0	2
146028888106	21	2
146028888105	0	2
146028888104	21	2
146028888103	24	2
146028888102	2350	2
146028888101	15	2
146028888100	21	2
146028888099	0	2
146028888098	16	2
146028888097	0	2
146028888096	17	2
146028888095	0	2
146028888094	0	2
146028888093	0	2
146028888092	23	2
146028888091	32	2
146028888090	17	2
146028888089	21	2
146028888088	0	2
146028888087	52	2
146028888086	20	2
146028888085	0	2
146028888084	31	2
146028888083	15	2
146028888082	269	2
146028888081	30	2
146028888080	0	2
146028888079	25	2
146028888078	0	2
146028888077	2887	2
146028888076	26	2
146028888075	1908	2
146028888074	15	2
146028888073	0	2
146028888072	25	2
146028888071	22	2
146028888070	15	2
146028888069	26	2
146028888068	31	2
146028888067	32	2
146028888066	0	2
146028888065	22	2
143881404477	0	2
143881404476	0	2
143881404475	15	2
143881404474	0	2
143881404473	16	2
143881404472	0	2
143881404471	0	2
143881404470	0	2
143881404469	213	2
143881404468	0	2
143881404467	0	2
143881404466	0	2
143881404465	15	2
143881404464	23	2
143881404463	565	2
143881404462	15	2
143881404461	93	2
143881404460	0	2
143881404459	0	2
143881404458	0	2
143881404457	18	2
143881404456	0	2
143881404455	0	2
143881404454	17	2
143881404453	64	2
143881404452	142	2
143881404451	0	2
143881404450	987	2
143881404449	0	2
143881404448	0	2
143881404447	69	2
143881404446	16	2
143881404445	0	2
143881404444	0	2
143881404443	0	2
143881404442	0	2
143881404441	0	2
143881404440	0	2
143881404439	0	2
143881404438	0	2
143881404437	22	2
143881404436	0	2
143881404435	0	2
143881404434	0	2
143881404433	0	2
143881404432	0	2
143881404431	33	2
143881404430	0	2
143881404429	16	2
143881404428	21	2
143881404427	224	2
143881404426	140	2
143881404425	0	2
143881404424	0	2
143881404423	0	2
143881404422	0	2
143881404421	0	2
143881404420	0	2
143881404419	19	2
143881404418	0	2
143881404417	0	2
141733920830	17	2
141733920829	0	2
141733920828	448	2
141733920827	1158	2
141733920826	18	2
141733920825	18	2
141733920824	41	2
141733920823	0	2
141733920822	0	2
141733920821	21	2
141733920820	15	2
141733920819	15	2
141733920818	0	2
141733920817	0	2
141733920816	0	2
141733920815	0	2
141733920814	0	2
141733920813	0	2
141733920812	1125	2
141733920811	0	2
141733920810	0	2
141733920809	0	2
141733920808	0	2
141733920807	1138	2
141733920806	0	2
141733920805	0	2
141733920804	18	2
141733920803	0	2
141733920802	0	2
141733920801	0	2
141733920800	0	2
141733920799	0	2
141733920798	0	2
141733920797	0	2
141733920796	0	2
141733920795	17	2
141733920794	0	2
141733920793	89	2
141733920792	0	2
141733920791	296	2
141733920790	0	2
141733920789	1558	2
141733920788	150	2
141733920787	0	2
141733920786	786	2
141733920785	15	2
141733920784	0	2
141733920783	15	2
141733920782	0	2
141733920781	15	2
141733920780	0	2
141733920779	0	2
141733920778	0	2
141733920777	0	2
141733920776	1508	2
141733920775	20	2
141733920774	0	2
141733920773	0	2
141733920772	0	2
141733920771	0	2
141733920770	0	2
141733920769	0	2
139586437183	0	2
139586437182	19	2
139586437181	0	2
139586437180	15	2
139586437179	0	2
139586437178	0	2
139586437177	0	2
139586437176	154	2
139586437175	0	2
139586437174	0	2
139586437173	486	2
139586437172	0	2
139586437171	38	2
139586437170	0	2
139586437169	0	2
139586437168	1859	2
139586437167	40	2
139586437166	0	2
139586437165	0	2
139586437164	0	2
139586437163	96	2
139586437162	833	2
139586437161	31	2
139586437160	0	2
139586437159	60	2
139586437158	0	2
139586437157	243	2
139586437156	0	2
139586437155	74	2
139586437154	0	2
139586437153	0	2
139586437152	0	2
139586437151	28	2
139586437150	1451	2
139586437149	18	2
139586437148	180	2
139586437147	0	2
139586437146	23	2
139586437145	29	2
139586437144	0	2
139586437143	15	2
139586437142	0	2
139586437141	22	2
139586437140	2585	2
139586437139	0	2
139586437138	24	2
139586437137	0	2
139586437136	26	2
139586437135	27	2
139586437134	40	2
139586437133	0	2
139586437132	20	2
139586437131	21	2
139586437130	87	2
139586437129	0	2
139586437128	23	2
139586437127	0	2
139586437126	22	2
139586437125	16	2
139586437124	575	2
139586437123	27	2
139586437122	0	2
139586437121	0	2
137438953536	17	2
137438953535	0	2
137438953534	0	2
137438953533	0	2
137438953532	19	2
137438953531	17	2
137438953530	15	2
137438953529	0	2
137438953528	273	2
137438953527	0	2
137438953526	0	2
137438953525	0	2
137438953524	15	2
137438953523	27	2
137438953522	944	2
137438953521	0	2
137438953520	61	2
137438953519	0	2
137438953518	0	2
137438953517	25	2
137438953516	0	2
137438953515	0	2
137438953514	0	2
137438953513	15	2
137438953512	54	2
137438953511	57	2
137438953510	0	2
137438953509	407	2
137438953508	0	2
137438953507	0	2
137438953506	135	2
137438953505	32	2
137438953504	0	2
137438953503	0	2
137438953502	0	2
137438953501	0	2
137438953500	0	2
137438953499	0	2
137438953498	0	2
137438953497	0	2
137438953496	0	2
137438953495	0	2
137438953494	0	2
137438953493	0	2
137438953492	0	2
137438953491	15	2
137438953490	45	2
137438953489	0	2
137438953488	0	2
137438953487	0	2
137438953486	183	2
137438953485	144	2
137438953484	0	2
137438953483	0	2
137438953482	0	2
137438953481	0	2
137438953480	0	2
137438953479	20	2
137438953478	17	2
137438953477	0	2
137438953476	0	2
137438953475	391	2
137438953474	0	2
137438953473	0	2
135291469889	18	2
135291469888	0	2
135291469887	574	2
135291469886	1170	2
135291469885	0	2
135291469884	39	2
135291469883	55	2
135291469882	0	2
135291469881	0	2
135291469880	0	2
135291469879	17	2
135291469878	0	2
135291469877	0	2
135291469876	0	2
135291469875	0	2
135291469874	0	2
135291469873	16	2
135291469872	0	2
135291469871	190	2
135291469870	18	2
135291469869	0	2
135291469868	0	2
135291469867	0	2
135291469866	1525	2
135291469865	0	2
135291469864	0	2
135291469863	21	2
135291469862	0	2
135291469861	16	2
135291469860	0	2
135291469859	0	2
135291469858	0	2
135291469857	0	2
135291469856	15	2
135291469855	24	2
135291469854	0	2
135291469853	0	2
135291469852	118	2
135291469851	0	2
135291469850	377	2
135291469849	0	2
135291469848	2104	2
135291469847	143	2
135291469846	0	2
135291469845	1107	2
135291469844	0	2
135291469843	0	2
135291469842	0	2
135291469841	0	2
135291469840	19	2
135291469839	0	2
135291469838	0	2
135291469837	0	2
135291469836	0	2
135291469835	2206	2
135291469834	23	2
135291469833	0	2
135291469832	0	2
135291469831	0	2
135291469830	16	2
135291469829	17	2
135291469828	15	2
135291469827	2249	2
135291469826	0	2
135291469825	0	2
133143986242	18	2
133143986241	1089	2
133143986240	17	2
133143986239	0	2
133143986238	0	2
133143986237	16	2
133143986236	15	2
133143986235	86	2
133143986234	0	2
133143986233	0	2
133143986232	23	2
133143986231	0	2
133143986230	178	2
133143986229	0	2
133143986228	0	2
133143986227	37	2
133143986226	19	2
133143986225	190	2
133143986224	0	2
133143986223	0	2
133143986222	143	2
133143986221	0	2
133143986220	30	2
133143986219	21	2
133143986218	27	2
133143986217	0	2
133143986216	0	2
133143986215	0	2
133143986214	204	2
133143986213	0	2
133143986212	0	2
133143986211	0	2
133143986210	431	2
133143986209	48	2
133143986208	23	2
133143986207	47	2
133143986206	1398	2
133143986205	17	2
133143986204	47	2
133143986203	15	2
133143986202	186	2
133143986201	0	2
133143986200	23	2
133143986199	38	2
133143986198	0	2
133143986197	39	2
133143986196	0	2
133143986195	20	2
133143986194	61	2
133143986193	17	2
133143986192	0	2
133143986191	0	2
133143986190	17	2
133143986189	262	2
133143986188	0	2
133143986187	451	2
133143986186	0	2
133143986185	82	2
133143986184	0	2
133143986183	0	2
133143986182	21	2
133143986181	0	2
133143986180	0	2
133143986179	40	2
133143986178	0	2
133143986177	0	2
130996502595	0	2
130996502594	17	2
130996502593	0	2
130996502592	0	2
130996502591	17	2
130996502590	0	2
130996502589	0	2
130996502588	18	2
130996502587	15	2
130996502586	0	2
130996502585	0	2
130996502584	0	2
130996502583	0	2
130996502582	16	2
130996502581	17	2
130996502580	134	2
130996502579	257	2
130996502578	0	2
130996502577	0	2
130996502576	0	2
130996502575	16	2
130996502574	19	2
130996502573	16	2
130996502572	0	2
130996502571	652	2
130996502570	23	2
130996502569	0	2
130996502568	0	2
130996502567	0	2
130996502566	0	2
130996502565	0	2
130996502564	0	2
130996502563	15	2
130996502562	33	2
130996502561	0	2
130996502560	0	2
130996502559	0	2
130996502558	0	2
130996502557	23	2
130996502556	0	2
130996502555	0	2
130996502554	0	2
130996502553	0	2
130996502552	159	2
130996502551	0	2
130996502550	0	2
130996502549	0	2
130996502548	0	2
130996502547	0	2
130996502546	0	2
130996502545	51	2
130996502544	102	2
130996502543	0	2
130996502542	21	2
130996502541	0	2
130996502540	20	2
130996502539	0	2
130996502538	16	2
130996502537	0	2
130996502536	0	2
130996502535	0	2
130996502534	17	2
130996502533	0	2
130996502532	223	2
130996502531	0	2
130996502530	0	2
130996502529	34	2
128849018948	37	2
128849018947	181	2
128849018946	0	2
128849018945	34	2
128849018944	29	2
128849018943	15	2
128849018942	0	2
128849018941	916	2
128849018940	0	2
128849018939	24	2
128849018938	827	2
128849018937	25	2
128849018936	23	2
128849018935	0	2
128849018934	0	2
128849018933	29	2
128849018932	0	2
128849018931	352	2
128849018930	20	2
128849018929	0	2
128849018928	1442	2
128849018927	200	2
128849018926	0	2
128849018925	16	2
128849018924	0	2
128849018923	0	2
128849018922	895	2
128849018921	0	2
128849018920	1209	2
128849018919	0	2
128849018918	0	2
128849018917	0	2
128849018916	0	2
128849018915	32	2
128849018914	23	2
128849018913	717	2
128849018912	0	2
128849018911	28	2
128849018910	29	2
128849018909	0	2
128849018908	22	2
128849018907	19	2
128849018906	30	2
128849018905	17	2
128849018904	0	2
128849018903	23	2
128849018902	0	2
128849018901	23	2
128849018900	0	2
128849018899	20	2
128849018898	0	2
128849018897	0	2
128849018896	24	2
128849018895	771	2
128849018894	17	2
128849018893	843	2
128849018892	26	2
128849018891	18	2
128849018890	0	2
128849018889	424	2
128849018888	0	2
128849018887	0	2
128849018886	15	2
128849018885	18	2
128849018884	0	2
128849018883	0	2
128849018882	55	2
128849018881	0	2
126701535301	0	2
126701535300	26	2
126701535299	28	2
126701535298	15	2
126701535297	0	2
126701535296	18	2
126701535295	17	2
126701535294	33	2
126701535293	15	2
126701535292	0	2
126701535291	254	2
126701535290	0	2
126701535289	28	2
126701535288	0	2
126701535287	0	2
126701535286	614	2
126701535285	64	2
126701535284	0	2
126701535283	0	2
126701535282	0	2
126701535281	23	2
126701535280	446	2
126701535279	27	2
126701535278	0	2
126701535277	195	2
126701535276	23	2
126701535275	108	2
126701535274	0	2
126701535273	23	2
126701535272	0	2
126701535271	0	2
126701535270	0	2
126701535269	25	2
126701535268	1065	2
126701535267	19	2
126701535266	50	2
126701535265	30	2
126701535264	24	2
126701535263	20	2
126701535262	0	2
126701535261	26	2
126701535260	0	2
126701535259	26	2
126701535258	831	2
126701535257	15	2
126701535256	15	2
126701535255	19	2
126701535254	22	2
126701535253	31	2
126701535252	17	2
126701535251	30	2
126701535250	39	2
126701535249	16	2
126701535248	41	2
126701535247	0	2
126701535246	35	2
126701535245	0	2
126701535244	23	2
126701535243	0	2
126701535242	349	2
126701535241	27	2
126701535240	0	2
126701535239	18	2
126701535238	1161	2
126701535237	0	2
126701535236	0	2
126701535235	48	2
126701535234	263	2
126701535233	0	2
124554051654	624	2
124554051653	65	2
124554051652	22	2
124554051651	22	2
124554051650	576	2
124554051649	0	2
124554051648	17	2
124554051647	23	2
124554051646	0	2
124554051645	0	2
124554051644	0	2
124554051643	0	2
124554051642	76	2
124554051641	0	2
124554051640	0	2
124554051639	17	2
124554051638	32	2
124554051637	35	2
124554051636	0	2
124554051635	0	2
124554051634	23	2
124554051633	0	2
124554051632	56	2
124554051631	18	2
124554051630	15	2
124554051629	0	2
124554051628	16	2
124554051627	0	2
124554051626	26	2
124554051625	0	2
124554051624	0	2
124554051623	0	2
124554051622	43	2
124554051621	17	2
124554051620	1169	2
124554051619	17	2
124554051618	49	2
124554051617	0	2
124554051616	163	2
124554051615	18	2
124554051614	110	2
124554051613	17	2
124554051612	27	2
124554051611	21	2
124554051610	19	2
124554051609	184	2
124554051608	0	2
124554051607	20	2
124554051606	104	2
124554051605	0	2
124554051604	0	2
124554051603	0	2
124554051602	268	2
124554051601	15	2
124554051600	22	2
124554051599	34	2
124554051598	366	2
124554051597	109	2
124554051596	0	2
124554051595	0	2
124554051594	24	2
124554051593	0	2
124554051592	0	2
124554051591	22	2
124554051590	0	2
124554051589	18	2
124554051588	38	2
124554051587	0	2
124554051586	21	2
124554051585	19	2
122406568007	28	2
122406568006	0	2
122406568005	17	2
122406568004	33	2
122406568003	0	2
122406568002	0	2
122406568001	0	2
122406568000	0	2
122406567999	0	2
122406567998	1151	2
122406567997	20	2
122406567996	802	2
122406567995	0	2
122406567994	0	2
122406567993	0	2
122406567992	0	2
122406567991	0	2
122406567990	0	2
122406567989	93	2
122406567988	0	2
122406567987	15	2
122406567986	23	2
122406567985	16	2
122406567984	0	2
122406567983	0	2
122406567982	0	2
122406567981	23	2
122406567980	0	2
122406567979	15	2
122406567978	0	2
122406567977	0	2
122406567976	0	2
122406567975	0	2
122406567974	0	2
122406567973	0	2
122406567972	0	2
122406567971	0	2
122406567970	332	2
122406567969	0	2
122406567968	0	2
122406567967	0	2
122406567966	0	2
122406567965	237	2
122406567964	0	2
122406567963	0	2
122406567962	0	2
122406567961	0	2
122406567960	48	2
122406567959	0	2
122406567958	58	2
122406567957	0	2
122406567956	0	2
122406567955	0	2
122406567954	0	2
122406567953	17	2
122406567952	0	2
122406567951	0	2
122406567950	0	2
122406567949	0	2
122406567948	18	2
122406567947	39	2
122406567946	0	2
122406567945	43	2
122406567944	0	2
122406567943	0	2
122406567942	17	2
122406567941	0	2
122406567940	0	2
122406567939	17	2
122406567938	16	2
122406567937	0	2
120259084360	0	2
120259084359	0	2
120259084358	0	2
120259084357	0	2
120259084356	16	2
120259084355	0	2
120259084354	0	2
120259084353	0	2
120259084352	644	2
120259084351	0	2
120259084350	0	2
120259084349	0	2
120259084348	0	2
120259084347	34	2
120259084346	242	2
120259084345	0	2
120259084344	64	2
120259084343	0	2
120259084342	0	2
120259084341	30	2
120259084340	0	2
120259084339	18	2
120259084338	0	2
120259084337	0	2
120259084336	39	2
120259084335	31	2
120259084334	0	2
120259084333	77	2
120259084332	0	2
120259084331	56	2
120259084330	296	2
120259084329	47	2
120259084328	16	2
120259084327	0	2
120259084326	0	2
120259084325	0	2
120259084324	0	2
120259084323	0	2
120259084322	24	2
120259084321	0	2
120259084320	16	2
120259084319	0	2
120259084318	0	2
120259084317	0	2
120259084316	0	2
120259084315	20	2
120259084314	122	2
120259084313	0	2
120259084312	18	2
120259084311	0	2
120259084310	100	2
120259084309	76	2
120259084308	21	2
120259084307	0	2
120259084306	0	2
120259084305	0	2
120259084304	15	2
120259084303	21	2
120259084302	37	2
120259084301	0	2
120259084300	0	2
120259084299	136	2
120259084298	0	2
120259084297	0	2
120259084296	182	2
120259084295	0	2
120259084294	0	2
120259084293	0	2
120259084292	0	2
120259084291	0	2
120259084290	0	2
120259084289	0	2
118111600713	55	2
118111600712	27	2
118111600711	19	2
118111600710	17	2
118111600709	45	2
118111600708	0	2
118111600707	20	2
118111600706	0	2
118111600705	0	2
118111600704	0	2
118111600703	18	2
118111600702	0	2
118111600701	40	2
118111600700	0	2
118111600699	0	2
118111600698	19	2
118111600697	0	2
118111600696	18	2
118111600695	0	2
118111600694	18	2
118111600693	0	2
118111600692	0	2
118111600691	987	2
118111600690	19	2
118111600689	20	2
118111600688	0	2
118111600687	0	2
118111600686	0	2
118111600685	0	2
118111600684	0	2
118111600683	0	2
118111600682	0	2
118111600681	36	2
118111600680	24	2
118111600679	133	2
118111600678	0	2
118111600677	47	2
118111600676	15	2
118111600675	36	2
118111600674	0	2
118111600673	41	2
118111600672	0	2
118111600671	19	2
118111600670	16	2
118111600669	0	2
118111600668	41	2
118111600667	0	2
118111600666	159	2
118111600665	36	2
118111600664	51	2
118111600663	0	2
118111600662	0	2
118111600661	31	2
118111600660	18	2
118111600659	0	2
118111600658	20	2
118111600657	42	2
118111600656	22	2
118111600655	16	2
118111600654	0	2
118111600653	423	2
118111600652	0	2
118111600651	0	2
118111600650	22	2
118111600649	0	2
118111600648	0	2
118111600647	35	2
118111600646	15	2
118111600645	0	2
118111600644	21	2
118111600643	1080	2
118111600642	18	2
118111600641	0	2
115964117066	0	2
115964117065	0	2
115964117064	0	2
115964117063	21	2
115964117062	16	2
115964117061	0	2
115964117060	0	2
115964117059	263	2
115964117058	0	2
115964117057	40	2
115964117056	1701	2
115964117055	35	2
115964117054	37	2
115964117053	0	2
115964117052	0	2
115964117051	293	2
115964117050	0	2
115964117049	0	2
115964117048	28	2
115964117047	0	2
115964117046	197	2
115964117045	1780	2
115964117044	15	2
115964117043	0	2
115964117042	0	2
115964117041	0	2
115964117040	1839	2
115964117039	0	2
115964117038	152	2
115964117037	0	2
115964117036	0	2
115964117035	0	2
115964117034	19	2
115964117033	1101	2
115964117032	0	2
115964117031	309	2
115964117030	0	2
115964117029	37	2
115964117028	37	2
115964117027	0	2
115964117026	26	2
115964117025	0	2
115964117024	44	2
115964117023	587	2
115964117022	0	2
115964117021	31	2
115964117020	0	2
115964117019	43	2
115964117018	40	2
115964117017	28	2
115964117016	0	2
115964117015	0	2
115964117014	30	2
115964117013	79	2
115964117012	0	2
115964117011	49	2
115964117010	18	2
115964117009	36	2
115964117008	0	2
115964117007	2477	2
115964117006	24	2
115964117005	0	2
115964117004	15	2
115964117003	494	2
115964117002	0	2
115964117001	15	2
115964117000	0	2
115964116999	0	2
115964116998	384	2
115964116997	256	2
115964116996	0	2
115964116995	29	2
115964116994	0	2
115964116993	0	2
113816633419	0	2
113816633418	0	2
113816633417	461	2
113816633416	1808	2
113816633415	21	2
113816633414	45	2
113816633413	65	2
113816633412	0	2
113816633411	0	2
113816633410	40	2
113816633409	18	2
113816633408	27	2
113816633407	0	2
113816633406	0	2
113816633405	0	2
113816633404	0	2
113816633403	0	2
113816633402	0	2
113816633401	932	2
113816633400	0	2
113816633399	15	2
113816633398	15	2
113816633397	0	2
113816633396	817	2
113816633395	0	2
113816633394	0	2
113816633393	22	2
113816633392	0	2
113816633391	0	2
113816633390	0	2
113816633389	0	2
113816633388	0	2
113816633387	0	2
113816633386	0	2
113816633385	0	2
113816633384	17	2
113816633383	0	2
113816633382	215	2
113816633381	0	2
113816633380	268	2
113816633379	0	2
113816633378	1048	2
113816633377	215	2
113816633376	0	2
113816633375	689	2
113816633374	17	2
113816633373	0	2
113816633372	17	2
113816633371	0	2
113816633370	27	2
113816633369	0	2
113816633368	0	2
113816633367	21	2
113816633366	0	2
113816633365	1217	2
113816633364	15	2
113816633363	18	2
113816633362	0	2
113816633361	0	2
113816633360	20	2
113816633359	17	2
113816633358	0	2
113816633357	2079	2
113816633356	17	2
113816633355	0	2
113816633354	1480	2
113816633353	0	2
113816633352	0	2
113816633351	24	2
113816633350	0	2
113816633349	0	2
113816633348	66	2
113816633347	0	2
113816633346	0	2
113816633345	21	2
111669149772	599	2
111669149771	48	2
111669149770	19	2
111669149769	0	2
111669149768	1043	2
111669149767	0	2
111669149766	0	2
111669149765	18	2
111669149764	27	2
111669149763	20	2
111669149762	31	2
111669149761	21	2
111669149760	1291	2
111669149759	0	2
111669149758	0	2
111669149757	22	2
111669149756	0	2
111669149755	25	2
111669149754	0	2
111669149753	0	2
111669149752	28	2
111669149751	42	2
111669149750	17	2
111669149749	0	2
111669149748	19	2
111669149747	0	2
111669149746	33	2
111669149745	15	2
111669149744	24	2
111669149743	0	2
111669149742	0	2
111669149741	0	2
111669149740	564	2
111669149739	25	2
111669149738	285	2
111669149737	26	2
111669149736	123	2
111669149735	22	2
111669149734	2729	2
111669149733	0	2
111669149732	1338	2
111669149731	0	2
111669149730	20	2
111669149729	30	2
111669149728	0	2
111669149727	2394	2
111669149726	0	2
111669149725	24	2
111669149724	2149	2
111669149723	29	2
111669149722	19	2
111669149721	0	2
111669149720	1518	2
111669149719	23	2
111669149718	0	2
111669149717	26	2
111669149716	930	2
111669149715	2155	2
111669149714	0	2
111669149713	31	2
111669149712	27	2
111669149711	16	2
111669149710	0	2
111669149709	23	2
111669149708	0	2
111669149707	0	2
111669149706	67	2
111669149705	15	2
111669149704	22	2
111669149703	18	2
111669149702	148	2
111669149701	16	2
111669149700	27	2
111669149699	25	2
111669149698	38	2
111669149697	0	2
109521666125	34	2
109521666124	432	2
109521666123	0	2
109521666122	26	2
109521666121	30	2
109521666120	0	2
109521666119	0	2
109521666118	655	2
109521666117	0	2
109521666116	17	2
109521666115	192	2
109521666114	0	2
109521666113	20	2
109521666112	0	2
109521666111	0	2
109521666110	35	2
109521666109	0	2
109521666108	798	2
109521666107	21	2
109521666106	0	2
109521666105	755	2
109521666104	81	2
109521666103	15	2
109521666102	0	2
109521666101	16	2
109521666100	16	2
109521666099	189	2
109521666098	0	2
109521666097	876	2
109521666096	0	2
109521666095	0	2
109521666094	0	2
109521666093	32	2
109521666092	43	2
109521666091	30	2
109521666090	527	2
109521666089	66	2
109521666088	20	2
109521666087	25	2
109521666086	0	2
109521666085	16	2
109521666084	18	2
109521666083	36	2
109521666082	37	2
109521666081	15	2
109521666080	0	2
109521666079	0	2
109521666078	0	2
109521666077	19	2
109521666076	19	2
109521666075	15	2
109521666074	0	2
109521666073	20	2
109521666072	923	2
109521666071	16	2
109521666070	1773	2
109521666069	26	2
109521666068	16	2
109521666067	0	2
109521666066	59	2
109521666065	0	2
109521666064	15	2
109521666063	15	2
109521666062	37	2
109521666061	0	2
109521666060	15	2
109521666059	193	2
109521666058	0	2
109521666057	1342	2
109521666056	25	2
109521666055	29	2
109521666054	22	2
109521666053	0	2
109521666052	0	2
109521666051	110	2
109521666050	17	2
109521666049	20	2
107374182478	36	2
107374182477	15	2
107374182476	0	2
107374182475	25	2
107374182474	30	2
107374182473	0	2
107374182472	0	2
107374182471	751	2
107374182470	0	2
107374182469	30	2
107374182468	1617	2
107374182467	17	2
107374182466	0	2
107374182465	0	2
107374182464	0	2
107374182463	103	2
107374182462	0	2
107374182461	58	2
107374182460	16	2
107374182459	0	2
107374182458	517	2
107374182457	563	2
107374182456	0	2
107374182455	18	2
107374182454	0	2
107374182453	0	2
107374182452	1950	2
107374182451	0	2
107374182450	403	2
107374182449	0	2
107374182448	0	2
107374182447	0	2
107374182446	0	2
107374182445	155	2
107374182444	23	2
107374182443	1115	2
107374182442	0	2
107374182441	43	2
107374182440	21	2
107374182439	0	2
107374182438	23	2
107374182437	0	2
107374182436	35	2
107374182435	158	2
107374182434	0	2
107374182433	26	2
107374182432	0	2
107374182431	26	2
107374182430	32	2
107374182429	30	2
107374182428	0	2
107374182427	0	2
107374182426	33	2
107374182425	230	2
107374182424	0	2
107374182423	190	2
107374182422	43	2
107374182421	19	2
107374182420	0	2
107374182419	1134	2
107374182418	18	2
107374182417	0	2
107374182416	18	2
107374182415	108	2
107374182414	17	2
107374182413	15	2
107374182412	0	2
107374182411	0	2
107374182410	1490	2
107374182409	48	2
107374182408	17	2
107374182407	19	2
107374182406	0	2
107374182405	0	2
107374182404	933	2
107374182403	22	2
107374182402	23	2
107374182401	428	2
105226698831	20	2
105226698830	0	2
105226698829	19	2
105226698828	16	2
105226698827	17	2
105226698826	17	2
105226698825	0	2
105226698824	15	2
105226698823	43	2
105226698822	0	2
105226698821	15	2
