pair_id	rows	cols
184683593738	21	2
184683593737	29	2
184683593736	28	2
184683593735	29	2
184683593734	17	2
184683593733	1319	2
184683593732	17	2
184683593731	0	2
184683593730	23	2
184683593729	66	2
182536110123	18	2
182536110122	0	2
182536110121	0	2
182536110120	26	2
182536110119	22	2
182536110118	0	2
182536110117	0	2
182536110116	240	2
182536110115	0	2
182536110114	15	2
182536110113	538	2
182536110112	21	2
182536110111	27	2
182536110110	0	2
182536110109	0	2
182536110108	2576	2
182536110107	34	2
182536110106	0	2
182536110105	16	2
182536110104	0	2
182536110103	149	2
182536110102	1001	2
182536110101	25	2
182536110100	0	2
182536110099	40	2
182536110098	0	2
182536110097	281	2
182536110096	0	2
182536110095	121	2
182536110094	16	2
182536110093	0	2
182536110092	0	2
182536110091	25	2
182536110090	1038	2
182536110089	0	2
182536110088	273	2
182536110087	26	2
182536110086	21	2
182536110085	17	2
182536110084	0	2
182536110083	25	2
182536110082	0	2
182536110081	22	2
180388626476	0	2
180388626475	0	2
180388626474	1570	2
180388626473	300	2
180388626472	0	2
180388626471	204	2
180388626470	394	2
180388626469	0	2
180388626468	0	2
180388626467	0	2
180388626466	0	2
180388626465	0	2
180388626464	0	2
180388626463	0	2
180388626462	0	2
180388626461	0	2
180388626460	0	2
180388626459	0	2
180388626458	20	2
180388626457	37	2
180388626456	0	2
180388626455	0	2
180388626454	0	2
180388626453	1949	2
180388626452	0	2
180388626451	0	2
180388626450	0	2
180388626449	0	2
180388626448	0	2
180388626447	0	2
180388626446	0	2
180388626445	0	2
180388626444	0	2
180388626443	0	2
180388626442	0	2
180388626441	0	2
180388626440	0	2
180388626439	21	2
180388626438	0	2
180388626437	1347	2
180388626436	0	2
180388626435	1460	2
180388626434	17	2
180388626433	0	2
178241142829	746	2
178241142828	0	2
178241142827	18	2
178241142826	17	2
178241142825	1254	2
178241142824	16	2
178241142823	0	2
178241142822	22	2
178241142821	23	2
178241142820	22	2
178241142819	41	2
178241142818	0	2
178241142817	1007	2
178241142816	0	2
178241142815	0	2
178241142814	0	2
178241142813	0	2
178241142812	0	2
178241142811	0	2
178241142810	0	2
178241142809	27	2
178241142808	30	2
178241142807	19	2
178241142806	0	2
178241142805	0	2
178241142804	0	2
178241142803	24	2
178241142802	0	2
178241142801	26	2
178241142800	16	2
178241142799	0	2
178241142798	0	2
178241142797	402	2
178241142796	31	2
178241142795	372	2
178241142794	24	2
178241142793	56	2
178241142792	24	2
178241142791	2890	2
178241142790	0	2
178241142789	1035	2
178241142788	0	2
178241142787	16	2
178241142786	22	2
178241142785	17	2
176093659182	0	2
176093659181	0	2
176093659180	0	2
176093659179	0	2
176093659178	16	2
176093659177	0	2
176093659176	0	2
176093659175	0	2
176093659174	86	2
176093659173	0	2
176093659172	0	2
176093659171	0	2
176093659170	16	2
176093659169	142	2
176093659168	50	2
176093659167	0	2
176093659166	21	2
176093659165	0	2
176093659164	0	2
176093659163	33	2
176093659162	0	2
176093659161	0	2
176093659160	0	2
176093659159	0	2
176093659158	19	2
176093659157	15	2
176093659156	0	2
176093659155	23	2
176093659154	0	2
176093659153	39	2
176093659152	181	2
176093659151	45	2
176093659150	0	2
176093659149	0	2
176093659148	0	2
176093659147	0	2
176093659146	0	2
176093659145	0	2
176093659144	0	2
176093659143	0	2
176093659142	0	2
176093659141	0	2
176093659140	0	2
176093659139	0	2
176093659138	0	2
176093659137	16	2
173946175535	20	2
173946175534	0	2
173946175533	17	2
173946175532	42	2
173946175531	18	2
173946175530	16	2
173946175529	0	2
173946175528	21	2
173946175527	15	2
173946175526	544	2
173946175525	24	2
173946175524	709	2
173946175523	32	2
173946175522	0	2
173946175521	0	2
173946175520	40	2
173946175519	0	2
173946175518	0	2
173946175517	29	2
173946175516	0	2
173946175515	24	2
173946175514	38	2
173946175513	1669	2
173946175512	20	2
173946175511	0	2
173946175510	0	2
173946175509	27	2
173946175508	0	2
173946175507	25	2
173946175506	0	2
173946175505	0	2
173946175504	0	2
173946175503	23	2
173946175502	26	2
173946175501	23	2
173946175500	21	2
173946175499	21	2
173946175498	117	2
173946175497	39	2
173946175496	0	2
173946175495	20	2
173946175494	0	2
173946175493	443	2
173946175492	30	2
173946175491	0	2
173946175490	26	2
173946175489	0	2
171798691888	518	2
171798691887	37	2
171798691886	0	2
171798691885	21	2
171798691884	830	2
171798691883	0	2
171798691882	0	2
171798691881	31	2
171798691880	21	2
171798691879	15	2
171798691878	26	2
171798691877	19	2
171798691876	1667	2
171798691875	0	2
171798691874	0	2
171798691873	18	2
171798691872	0	2
171798691871	23	2
171798691870	0	2
171798691869	0	2
171798691868	24	2
171798691867	40	2
171798691866	23	2
171798691865	0	2
171798691864	0	2
171798691863	0	2
171798691862	26	2
171798691861	0	2
171798691860	30	2
171798691859	0	2
171798691858	0	2
171798691857	0	2
171798691856	743	2
171798691855	41	2
171798691854	226	2
171798691853	20	2
171798691852	160	2
171798691851	19	2
171798691850	1760	2
171798691849	0	2
171798691848	1675	2
171798691847	0	2
171798691846	27	2
171798691845	29	2
171798691844	0	2
171798691843	1627	2
171798691842	18	2
171798691841	29	2
169651208241	22	2
169651208240	0	2
169651208239	0	2
169651208238	52	2
169651208237	24	2
169651208236	15	2
169651208235	0	2
169651208234	26	2
169651208233	0	2
169651208232	717	2
169651208231	26	2
169651208230	947	2
169651208229	26	2
169651208228	0	2
169651208227	0	2
169651208226	35	2
169651208225	0	2
169651208224	0	2
169651208223	24	2
169651208222	0	2
169651208221	23	2
169651208220	35	2
169651208219	977	2
169651208218	23	2
169651208217	0	2
169651208216	0	2
169651208215	36	2
169651208214	0	2
169651208213	32	2
169651208212	0	2
169651208211	0	2
169651208210	0	2
169651208209	19	2
169651208208	23	2
169651208207	22	2
169651208206	27	2
169651208205	20	2
169651208204	156	2
169651208203	33	2
169651208202	0	2
169651208201	21	2
169651208200	0	2
169651208199	569	2
169651208198	34	2
169651208197	0	2
169651208196	28	2
169651208195	0	2
169651208194	2952	2
169651208193	26	2
167503724594	0	2
167503724593	0	2
167503724592	0	2
167503724591	0	2
167503724590	15	2
167503724589	0	2
167503724588	0	2
167503724587	16	2
167503724586	127	2
167503724585	0	2
167503724584	16	2
167503724583	0	2
167503724582	0	2
167503724581	16	2
167503724580	206	2
167503724579	17	2
167503724578	177	2
167503724577	0	2
167503724576	0	2
167503724575	0	2
167503724574	15	2
167503724573	16	2
167503724572	0	2
167503724571	0	2
167503724570	166	2
167503724569	196	2
167503724568	0	2
167503724567	149	2
167503724566	0	2
167503724565	0	2
167503724564	53	2
167503724563	0	2
167503724562	0	2
167503724561	24	2
167503724560	0	2
167503724559	22	2
167503724558	0	2
167503724557	15	2
167503724556	0	2
167503724555	0	2
167503724554	0	2
167503724553	0	2
167503724552	0	2
167503724551	18	2
167503724550	0	2
167503724549	0	2
167503724548	36	2
167503724547	0	2
167503724546	0	2
167503724545	0	2
165356240947	0	2
165356240946	0	2
165356240945	0	2
165356240944	0	2
165356240943	0	2
165356240942	0	2
165356240941	0	2
165356240940	0	2
165356240939	90	2
165356240938	0	2
165356240937	0	2
165356240936	0	2
165356240935	0	2
165356240934	0	2
165356240933	164	2
165356240932	20	2
165356240931	588	2
165356240930	0	2
165356240929	0	2
165356240928	0	2
165356240927	0	2
165356240926	16	2
165356240925	0	2
165356240924	0	2
165356240923	178	2
165356240922	61	2
165356240921	0	2
165356240920	105	2
165356240919	0	2
165356240918	0	2
165356240917	43	2
165356240916	0	2
165356240915	0	2
165356240914	0	2
165356240913	0	2
165356240912	0	2
165356240911	15	2
165356240910	0	2
165356240909	0	2
165356240908	0	2
165356240907	17	2
165356240906	0	2
165356240905	0	2
165356240904	17	2
165356240903	0	2
165356240902	0	2
165356240901	28	2
165356240900	0	2
165356240899	0	2
165356240898	0	2
165356240897	323	2
163208757300	1353	2
163208757299	0	2
163208757298	0	2
163208757297	0	2
163208757296	1902	2
163208757295	0	2
163208757294	0	2
163208757293	20	2
163208757292	28	2
163208757291	16	2
163208757290	55	2
163208757289	21	2
163208757288	777	2
163208757287	0	2
163208757286	17	2
163208757285	15	2
163208757284	0	2
163208757283	0	2
163208757282	18	2
163208757281	0	2
163208757280	19	2
163208757279	30	2
163208757278	21	2
163208757277	0	2
163208757276	0	2
163208757275	0	2
163208757274	35	2
163208757273	0	2
163208757272	22	2
163208757271	15	2
163208757270	18	2
163208757269	0	2
163208757268	325	2
163208757267	18	2
163208757266	712	2
163208757265	23	2
163208757264	36	2
163208757263	25	2
163208757262	2152	2
163208757261	0	2
163208757260	826	2
163208757259	0	2
163208757258	26	2
163208757257	25	2
163208757256	0	2
163208757255	2035	2
163208757254	0	2
163208757253	24	2
163208757252	1252	2
163208757251	18	2
163208757250	0	2
163208757249	0	2
161061273653	19	2
161061273652	241	2
161061273651	15	2
161061273650	35	2
161061273649	22	2
161061273648	0	2
161061273647	15	2
161061273646	1495	2
161061273645	0	2
161061273644	0	2
161061273643	110	2
161061273642	0	2
161061273641	17	2
161061273640	0	2
161061273639	0	2
161061273638	144	2
161061273637	16	2
161061273636	173	2
161061273635	0	2
161061273634	0	2
161061273633	2057	2
161061273632	73	2
161061273631	18	2
161061273630	0	2
161061273629	33	2
161061273628	0	2
161061273627	100	2
161061273626	0	2
161061273625	2915	2
161061273624	0	2
161061273623	0	2
161061273622	0	2
161061273621	24	2
161061273620	51	2
161061273619	26	2
161061273618	1153	2
161061273617	52	2
161061273616	30	2
161061273615	26	2
161061273614	0	2
161061273613	18	2
161061273612	0	2
161061273611	38	2
161061273610	127	2
161061273609	0	2
161061273608	17	2
161061273607	0	2
161061273606	26	2
161061273605	19	2
161061273604	34	2
161061273603	0	2
161061273602	0	2
161061273601	0	2
158913790006	19	2
158913790005	0	2
158913790004	815	2
158913790003	878	2
158913790002	0	2
158913790001	74	2
158913790000	75	2
158913789999	0	2
158913789998	0	2
158913789997	0	2
158913789996	0	2
158913789995	0	2
158913789994	15	2
158913789993	0	2
158913789992	0	2
158913789991	15	2
158913789990	16	2
158913789989	0	2
158913789988	46	2
158913789987	17	2
158913789986	0	2
158913789985	0	2
158913789984	0	2
158913789983	1872	2
158913789982	0	2
158913789981	0	2
158913789980	0	2
158913789979	0	2
158913789978	15	2
158913789977	0	2
158913789976	0	2
158913789975	0	2
158913789974	16	2
158913789973	0	2
158913789972	0	2
158913789971	21	2
158913789970	15	2
158913789969	82	2
158913789968	0	2
158913789967	527	2
158913789966	0	2
158913789965	2212	2
158913789964	77	2
158913789963	17	2
158913789962	1379	2
158913789961	18	2
158913789960	0	2
158913789959	19	2
158913789958	18	2
158913789957	19	2
158913789956	0	2
158913789955	0	2
158913789954	0	2
158913789953	0	2
156766306359	31	2
156766306358	700	2
156766306357	22	2
156766306356	22	2
156766306355	22	2
156766306354	16	2
156766306353	0	2
156766306352	409	2
156766306351	0	2
156766306350	19	2
156766306349	53	2
156766306348	0	2
156766306347	32	2
156766306346	0	2
156766306345	0	2
156766306344	37	2
156766306343	19	2
156766306342	955	2
156766306341	16	2
156766306340	19	2
156766306339	527	2
156766306338	27	2
156766306337	0	2
156766306336	25	2
156766306335	16	2
156766306334	0	2
156766306333	50	2
156766306332	0	2
156766306331	630	2
156766306330	0	2
156766306329	0	2
156766306328	0	2
156766306327	82	2
156766306326	33	2
156766306325	35	2
156766306324	275	2
156766306323	144	2
156766306322	22	2
156766306321	27	2
156766306320	16	2
156766306319	43	2
156766306318	16	2
156766306317	26	2
156766306316	40	2
156766306315	15	2
156766306314	18	2
156766306313	0	2
156766306312	21	2
156766306311	25	2
156766306310	20	2
156766306309	0	2
156766306308	19	2
156766306307	17	2
156766306306	728	2
156766306305	22	2
154618822712	2254	2
154618822711	0	2
154618822710	0	2
154618822709	25	2
154618822708	2284	2
